Date,IceIn,IceOut,IceThickness_in,IceCover_Percent,Notes,Lowest _Air_Temperature_For_That_Month_degF,Highest _Air_Temperature_For_That_Month_degF
2/26/2011,NA,NA,,,,,
2/27/2011,NA,NA,,,,,
2/28/2011,NA,NA,,,,,
3/1/2011,NA,NA,,100,,,
3/2/2011,NA,NA,,100,,,
3/3/2011,NA,NA,18.5,100,17-19.75in,8,
3/4/2011,NA,NA,,100,,,
3/5/2011,NA,NA,,100,,,
3/6/2011,NA,NA,,100,,,
3/7/2011,NA,NA,,100,,,
3/8/2011,NA,NA,,100,,,
3/9/2011,NA,NA,,100,,,
3/10/2011,NA,NA,,100,,,
3/11/2011,NA,NA,,100,,,
3/12/2011,NA,NA,,100,,,
3/13/2011,NA,NA,,100,,,
3/14/2011,NA,NA,,100,,,
3/15/2011,NA,NA,,100,,,
3/16/2011,NA,NA,,100,,,
3/17/2011,NA,NA,,,,,
3/18/2011,NA,NA,,,,,67
3/19/2011,NA,NA,,99,,,
3/20/2011,NA,NA,,,,,
3/21/2011,NA,NA,,,,,
3/22/2011,NA,NA,,,,,
3/23/2011,NA,NA,,,,,
3/24/2011,NA,NA,,,,,
3/25/2011,NA,NA,,,,,
3/26/2011,NA,NA,,,,,
3/27/2011,NA,NA,,,,,
3/28/2011,NA,NA,,,,,
3/29/2011,NA,NA,,,,,
3/30/2011,NA,NA,,,,,
3/31/2011,NA,NA,,90,,,
4/1/2011,NA,NA,,85,,29,
4/2/2011,NA,NA,,65,,,
4/3/2011,NA,NA,,50,,,
4/4/2011,NA,NA,,50,,,
4/5/2011,NA,NA,,30,,,
4/6/2011,NA,NA,,15,,,
4/7/2011,NA,NA,,10,,,
4/8/2011,NA,NA,,5,,,
4/9/2011,NA,NA,,2,,,
4/10/2011,NA,IceOutDay ,0,0,,,
4/11/2011,NA,NA,,,,,
4/12/2011,NA,NA,,,,,
4/13/2011,NA,NA,,,,,
4/14/2011,NA,NA,,,,,
4/15/2011,NA,NA,,,,,
4/16/2011,NA,NA,,,,,
4/17/2011,NA,NA,,,,,
4/18/2011,NA,NA,,,,,
4/19/2011,NA,NA,,,,,
4/20/2011,NA,NA,,,,,
4/21/2011,NA,NA,,,,,
4/22/2011,NA,NA,,,,,
4/23/2011,NA,NA,,,,,
4/24/2011,NA,NA,,,,,
4/25/2011,NA,NA,,,,,
4/26/2011,NA,NA,,,,,81
4/27/2011,NA,NA,,,,,
4/28/2011,NA,NA,,,,,
4/29/2011,NA,NA,,,,,
4/30/2011,NA,NA,,,,,
5/1/2011,NA,NA,,,,,
5/2/2011,NA,NA,,,,,
5/3/2011,NA,NA,,,,,
5/4/2011,NA,NA,,,,,
5/5/2011,NA,NA,,,,,
5/6/2011,NA,NA,,,,,
5/7/2011,NA,NA,,,,,
5/8/2011,NA,NA,,,,,
5/9/2011,NA,NA,,,,,
5/10/2011,NA,NA,,,,,
5/11/2011,NA,NA,,,,,
5/12/2011,NA,NA,,,,,
5/13/2011,NA,NA,,,,,
5/14/2011,NA,NA,,,,,
5/15/2011,NA,NA,,,,,
5/16/2011,NA,NA,,,,,
5/17/2011,NA,NA,,,,,
5/18/2011,NA,NA,,,,,
5/19/2011,NA,NA,,,,,
5/20/2011,NA,NA,,,,,
5/21/2011,NA,NA,,,,,
5/22/2011,NA,NA,,,,,
5/23/2011,NA,NA,,,,,
5/24/2011,NA,NA,,,,,
5/25/2011,NA,NA,,,,,
5/26/2011,NA,NA,,,,,
5/27/2011,NA,NA,,,,,
5/28/2011,NA,NA,,,,,
5/29/2011,NA,NA,,,,,
5/30/2011,NA,NA,,,,,
5/31/2011,NA,NA,,,,,
6/1/2011,NA,NA,,,,,
6/2/2011,NA,NA,,,,,
6/3/2011,NA,NA,,,,,
6/4/2011,NA,NA,,,,,
6/5/2011,NA,NA,,,,,
6/6/2011,NA,NA,,,,,
6/7/2011,NA,NA,,,,,
6/8/2011,NA,NA,,,,,
6/9/2011,NA,NA,,,,,
6/10/2011,NA,NA,,,,,
6/11/2011,NA,NA,,,,,
6/12/2011,NA,NA,,,,,
6/13/2011,NA,NA,,,,,
6/14/2011,NA,NA,,,,,
6/15/2011,NA,NA,,,,,
6/16/2011,NA,NA,,,,,
6/17/2011,NA,NA,,,,,
6/18/2011,NA,NA,,,,,
6/19/2011,NA,NA,,,,,
6/20/2011,NA,NA,,,,,
6/21/2011,NA,NA,,,,,
6/22/2011,NA,NA,,,,,
6/23/2011,NA,NA,,,,,
6/24/2011,NA,NA,,,,,
6/25/2011,NA,NA,,,,,
6/26/2011,NA,NA,,,,,
6/27/2011,NA,NA,,,,,
6/28/2011,NA,NA,,,,,
6/29/2011,NA,NA,,,,,
6/30/2011,NA,NA,,,,,
7/1/2011,NA,NA,,,,,
7/2/2011,NA,NA,,,,,
7/3/2011,NA,NA,,,,,
7/4/2011,NA,NA,,,,,
7/5/2011,NA,NA,,,,,
7/6/2011,NA,NA,,,,,
7/7/2011,NA,NA,,,,,
7/8/2011,NA,NA,,,,,
7/9/2011,NA,NA,,,,,
7/10/2011,NA,NA,,,,,
7/11/2011,NA,NA,,,,,
7/12/2011,NA,NA,,,,,
7/13/2011,NA,NA,,,,,
7/14/2011,NA,NA,,,,,
7/15/2011,NA,NA,,,,,
7/16/2011,NA,NA,,,,,
7/17/2011,NA,NA,,,,,
7/18/2011,NA,NA,,,,,
7/19/2011,NA,NA,,,,,
7/20/2011,NA,NA,,,,,
7/21/2011,NA,NA,,,,,
7/22/2011,NA,NA,,,,,
7/23/2011,NA,NA,,,,,
7/24/2011,NA,NA,,,,,
7/25/2011,NA,NA,,,,,
7/26/2011,NA,NA,,,,,
7/27/2011,NA,NA,,,,,
7/28/2011,NA,NA,,,,,
7/29/2011,NA,NA,,,,,
7/30/2011,NA,NA,,,,,
7/31/2011,NA,NA,,,,,
8/1/2011,NA,NA,,,,,
8/2/2011,NA,NA,,,,,
8/3/2011,NA,NA,,,,,
8/4/2011,NA,NA,,,,,
8/5/2011,NA,NA,,,,,
8/6/2011,NA,NA,,,,,
8/7/2011,NA,NA,,,,,
8/8/2011,NA,NA,,,,,
8/9/2011,NA,NA,,,,,
8/10/2011,NA,NA,,,,,
8/11/2011,NA,NA,,,,,
8/12/2011,NA,NA,,,,,
8/13/2011,NA,NA,,,,,
8/14/2011,NA,NA,,,,,
8/15/2011,NA,NA,,,,,
8/16/2011,NA,NA,,,,,
8/17/2011,NA,NA,,,,,
8/18/2011,NA,NA,,,,,
8/19/2011,NA,NA,,,,,
8/20/2011,NA,NA,,,,,
8/21/2011,NA,NA,,,,,
8/22/2011,NA,NA,,,,,
8/23/2011,NA,NA,,,,,
8/24/2011,NA,NA,,,,,
8/25/2011,NA,NA,,,,,
8/26/2011,NA,NA,,,,,
8/27/2011,NA,NA,,,,,
8/28/2011,NA,NA,,,,,
8/29/2011,NA,NA,,,,,
8/30/2011,NA,NA,,,,,
8/31/2011,NA,NA,,,,,
9/1/2011,NA,NA,,,,,
9/2/2011,NA,NA,,,,,
9/3/2011,NA,NA,,,,,
9/4/2011,NA,NA,,,,,
9/5/2011,NA,NA,,,,,
9/6/2011,NA,NA,,,,,
9/7/2011,NA,NA,,,,,
9/8/2011,NA,NA,,,,,
9/9/2011,NA,NA,,,,,
9/10/2011,NA,NA,,,,,
9/11/2011,NA,NA,,,,,
9/12/2011,NA,NA,,,,,
9/13/2011,NA,NA,,,,,
9/14/2011,NA,NA,,,,,
9/15/2011,NA,NA,,,,,
9/16/2011,NA,NA,,,,,
9/17/2011,NA,NA,,,,,
9/18/2011,NA,NA,,,,,
9/19/2011,NA,NA,,,,,
9/20/2011,NA,NA,,,,,
9/21/2011,NA,NA,,,,,
9/22/2011,NA,NA,,,,,
9/23/2011,NA,NA,,,,,
9/24/2011,NA,NA,,,,,
9/25/2011,NA,NA,,,,,
9/26/2011,NA,NA,,,,,
9/27/2011,NA,NA,,,,,
9/28/2011,NA,NA,,,,,
9/29/2011,NA,NA,,,,,
9/30/2011,NA,NA,,,,,
10/1/2011,NA,NA,,,,,
10/2/2011,NA,NA,,,,,
10/3/2011,NA,NA,,,,,
10/4/2011,NA,NA,,,,,
10/5/2011,NA,NA,,,,,
10/6/2011,NA,NA,,,,,
10/7/2011,NA,NA,,,,,
10/8/2011,NA,NA,,,,,
10/9/2011,NA,NA,,,,,
10/10/2011,NA,NA,,,,,
10/11/2011,NA,NA,,,,,
10/12/2011,NA,NA,,,,,
10/13/2011,NA,NA,,,,,
10/14/2011,NA,NA,,,,,
10/15/2011,NA,NA,,,,,
10/16/2011,NA,NA,,,,,
10/17/2011,NA,NA,,,,,
10/18/2011,NA,NA,,,,,
10/19/2011,NA,NA,,,,,
10/20/2011,NA,NA,,,,,
10/21/2011,NA,NA,,,,,
10/22/2011,NA,NA,,,,,
10/23/2011,NA,NA,,,,,
10/24/2011,NA,NA,,,,,
10/25/2011,NA,NA,,,,,
10/26/2011,NA,NA,,,,,
10/27/2011,NA,NA,,,,,
10/28/2011,NA,NA,,,,,
10/29/2011,NA,NA,,,,,
10/30/2011,NA,NA,,,,,
10/31/2011,NA,NA,,,,,
11/1/2011,NA,NA,,,,,
11/2/2011,NA,NA,,,,,
11/3/2011,NA,NA,,,,,
11/4/2011,NA,NA,,,,,
11/5/2011,NA,NA,,,,,
11/6/2011,NA,NA,,,,,
11/7/2011,NA,NA,,,,,
11/8/2011,NA,NA,,,,,
11/9/2011,NA,NA,,,,,
11/10/2011,NA,NA,,,,,
11/11/2011,NA,NA,,,,,
11/12/2011,NA,NA,,,,,
11/13/2011,NA,NA,,,,,
11/14/2011,NA,NA,,,,,
11/15/2011,NA,NA,,,,,
11/16/2011,NA,NA,,,,,
11/17/2011,NA,NA,,,,,
11/18/2011,NA,NA,,,,,
11/19/2011,NA,NA,,,,,
11/20/2011,NA,NA,,,,,
11/21/2011,NA,NA,,,,,
11/22/2011,NA,NA,,,,,
11/23/2011,NA,NA,,,,,
11/24/2011,NA,NA,,,,,
11/25/2011,NA,NA,,,,,
11/26/2011,NA,NA,,,,,
11/27/2011,NA,NA,,,,,
11/28/2011,NA,NA,,,,,
11/29/2011,NA,NA,,,,,
11/30/2011,NA,NA,,,,,
12/1/2011,NA,NA,,,,,
12/2/2011,NA,NA,,,,,
12/3/2011,NA,NA,,,,,
12/4/2011,NA,NA,,,,,
12/5/2011,NA,NA,,,,,
12/6/2011,NA,NA,,,,,55
12/7/2011,NA,NA,,,,,55
12/8/2011,NA,NA,,,,,
12/9/2011,NA,NA,,,,,
12/10/2011,NA,NA,,,,,
12/11/2011,NA,NA,,,,,
12/12/2011,NA,NA,,,,,
12/13/2011,NA,NA,,,,,
12/14/2011,NA,NA,,,,,
12/15/2011,NA,NA,,,,,
12/16/2011,NA,NA,,,,,
12/17/2011,NA,NA,,,,,
12/18/2011,NA,NA,,,,12,
12/19/2011,NA,NA,,,,,
12/20/2011,NA,NA,,,,,
12/21/2011,NA,NA,,,,,
12/22/2011,NA,NA,,,,,
12/23/2011,NA,NA,,,,,
12/24/2011,NA,NA,,,,,
12/25/2011,NA,NA,,,,,
12/26/2011,NA,NA,,,,,
12/27/2011,NA,NA,,,,,
12/28/2011,NA,NA,,,,,
12/29/2011,NA,NA,,,,,
12/30/2011,NA,NA,,1,,,
12/31/2011,NA,NA,,,less than 1%,,
1/1/2012,NA,NA,,0,,,
1/2/2012,NA,NA,,95,,,
1/3/2012,NA,NA,,90,,,
1/4/2012,NA,NA,,85,,5,
1/5/2012,NA,NA,,80,,,
1/6/2012,NA,NA,,40,,,
1/7/2012,NA,NA,,70,,,55
1/8/2012,NA,NA,,55,,,
1/9/2012,NA,NA,,55,,,
1/10/2012,NA,NA,,50,,,
1/11/2012,NA,NA,,55,,,
1/12/2012,NA,NA,,40,,,
1/13/2012,NA,NA,,30,,,
1/14/2012,NA,NA,,50,,,
1/15/2012,NA,NA,,100,,5,
1/16/2012,IceInDay,NA,,100,,5,
1/17/2012,NA,NA,,100,,,
1/18/2012,NA,NA,,100,,,
1/19/2012,NA,NA,,100,,,
1/20/2012,NA,NA,,100,,,
1/21/2012,NA,NA,,100,,,
1/22/2012,NA,NA,,100,,,
1/23/2012,NA,NA,,100,,,
1/24/2012,NA,NA,,100,,,
1/25/2012,NA,NA,,100,,,
1/26/2012,NA,NA,,100,,,
1/27/2012,NA,NA,,100,,,
1/28/2012,NA,NA,,100,,,
1/29/2012,NA,NA,,100,,,
1/30/2012,NA,NA,,99,,,
1/31/2012,NA,NA,,99,,,
2/1/2012,NA,NA,,100,,,
2/2/2012,NA,NA,,100,,,
2/3/2012,NA,NA,,100,,,
2/4/2012,NA,NA,,100,,,
2/5/2012,NA,NA,,100,,,
2/6/2012,NA,NA,,100,,,
2/7/2012,NA,NA,,100,,,
2/8/2012,NA,NA,,100,,,
2/9/2012,NA,NA,,100,,,
2/10/2012,NA,NA,,100,,,
2/11/2012,NA,NA,,100,,,
2/12/2012,NA,NA,,100,,12,
2/13/2012,NA,NA,,100,,,
2/14/2012,NA,NA,,100,,,
2/15/2012,NA,NA,,100,,,
2/16/2012,NA,NA,,100,,,
2/17/2012,NA,NA,,100,,,
2/18/2012,NA,NA,,100,,,
2/19/2012,NA,NA,,100,,,
2/20/2012,NA,NA,,100,,,
2/21/2012,NA,NA,,100,,,
2/22/2012,NA,NA,,99,,,57
2/23/2012,NA,NA,,98,,,
2/24/2012,NA,NA,,97,,,
2/25/2012,NA,NA,,95,,,
2/26/2012,NA,NA,,95,,,
2/27/2012,NA,NA,,92,,,
2/28/2012,NA,NA,,85,,,
2/29/2012,NA,NA,,80,,,
3/1/2012,NA,NA,,80,,,
3/2/2012,NA,NA,,75,,,
3/3/2012,NA,NA,,65,,,
3/4/2012,NA,NA,,50,,,
3/5/2012,NA,NA,,50,,,
3/6/2012,NA,NA,,45,,16,
3/7/2012,NA,NA,,45,,,
3/8/2012,NA,NA,,45,,,
3/9/2012,NA,NA,,15,,,
3/10/2012,NA,NA,,10,,,
3/11/2012,NA,NA,,5,,,
3/12/2012,NA,NA,,5,,,
3/13/2012,NA,NA,,2,,,
3/14/2012,NA,NA,,1,,,
3/15/2012,NA,NA,,1,,,
3/16/2012,NA,IceOutDay,0,0,,,
3/17/2012,NA,NA,,,,,
3/18/2012,NA,NA,,,,,
3/19/2012,NA,NA,,,,,
3/20/2012,NA,NA,,,,,
3/21/2012,NA,NA,,,,,
3/22/2012,NA,NA,,,,,80
3/23/2012,NA,NA,,,,,
3/24/2012,NA,NA,,,,,
3/25/2012,NA,NA,,,,,
3/26/2012,NA,NA,,,,,
3/27/2012,NA,NA,,,,,
3/28/2012,NA,NA,,,,,
3/29/2012,NA,NA,,,,,
3/30/2012,NA,NA,,,,,
3/31/2012,NA,NA,,,,,
4/1/2012,NA,NA,,,,,
4/2/2012,NA,NA,,,,,
4/3/2012,NA,NA,,,,,
4/4/2012,NA,NA,,,,,
4/5/2012,NA,NA,,,,,
4/6/2012,NA,NA,,,,,
4/7/2012,NA,NA,,,,,
4/8/2012,NA,NA,,,,,
4/9/2012,NA,NA,,,,,
4/10/2012,NA,NA,,,,,
4/11/2012,NA,NA,,,,,
4/12/2012,NA,NA,,,,,
4/13/2012,NA,NA,,,,,
4/14/2012,NA,NA,,,,,
4/15/2012,NA,NA,,,,,
4/16/2012,NA,NA,,,,,
4/17/2012,NA,NA,,,,,
4/18/2012,NA,NA,,,,,
4/19/2012,NA,NA,,,,,
4/20/2012,NA,NA,,,,,
4/21/2012,NA,NA,,,,,
4/22/2012,NA,NA,,,,,
4/23/2012,NA,NA,,,,,
4/24/2012,NA,NA,,,,,
4/25/2012,NA,NA,,,,,
4/26/2012,NA,NA,,,,,
4/27/2012,NA,NA,,,,,
4/28/2012,NA,NA,,,,,
4/29/2012,NA,NA,,,,,
4/30/2012,NA,NA,,,,,
5/1/2012,NA,NA,,,,,
5/2/2012,NA,NA,,,,,
5/3/2012,NA,NA,,,,,
5/4/2012,NA,NA,,,,,
5/5/2012,NA,NA,,,,,
5/6/2012,NA,NA,,,,,
5/7/2012,NA,NA,,,,,
5/8/2012,NA,NA,,,,,
5/9/2012,NA,NA,,,,,
5/10/2012,NA,NA,,,,,
5/11/2012,NA,NA,,,,,
5/12/2012,NA,NA,,,,,
5/13/2012,NA,NA,,,,,
5/14/2012,NA,NA,,,,,
5/15/2012,NA,NA,,,,,
5/16/2012,NA,NA,,,,,
5/17/2012,NA,NA,,,,,
5/18/2012,NA,NA,,,,,
5/19/2012,NA,NA,,,,,
5/20/2012,NA,NA,,,,,
5/21/2012,NA,NA,,,,,
5/22/2012,NA,NA,,,,,
5/23/2012,NA,NA,,,,,
5/24/2012,NA,NA,,,,,
5/25/2012,NA,NA,,,,,
5/26/2012,NA,NA,,,,,
5/27/2012,NA,NA,,,,,
5/28/2012,NA,NA,,,,,
5/29/2012,NA,NA,,,,,
5/30/2012,NA,NA,,,,,
5/31/2012,NA,NA,,,,,
6/1/2012,NA,NA,,,,,
6/2/2012,NA,NA,,,,,
6/3/2012,NA,NA,,,,,
6/4/2012,NA,NA,,,,,
6/5/2012,NA,NA,,,,,
6/6/2012,NA,NA,,,,,
6/7/2012,NA,NA,,,,,
6/8/2012,NA,NA,,,,,
6/9/2012,NA,NA,,,,,
6/10/2012,NA,NA,,,,,
6/11/2012,NA,NA,,,,,
6/12/2012,NA,NA,,,,,
6/13/2012,NA,NA,,,,,
6/14/2012,NA,NA,,,,,
6/15/2012,NA,NA,,,,,
6/16/2012,NA,NA,,,,,
6/17/2012,NA,NA,,,,,
6/18/2012,NA,NA,,,,,
6/19/2012,NA,NA,,,,,
6/20/2012,NA,NA,,,,,
6/21/2012,NA,NA,,,,,
6/22/2012,NA,NA,,,,,
6/23/2012,NA,NA,,,,,
6/24/2012,NA,NA,,,,,
6/25/2012,NA,NA,,,,,
6/26/2012,NA,NA,,,,,
6/27/2012,NA,NA,,,,,
6/28/2012,NA,NA,,,,,
6/29/2012,NA,NA,,,,,
6/30/2012,NA,NA,,,,,
7/1/2012,NA,NA,,,,,
7/2/2012,NA,NA,,,,,
7/3/2012,NA,NA,,,,,
7/4/2012,NA,NA,,,,,
7/5/2012,NA,NA,,,,,
7/6/2012,NA,NA,,,,,
7/7/2012,NA,NA,,,,,
7/8/2012,NA,NA,,,,,
7/9/2012,NA,NA,,,,,
7/10/2012,NA,NA,,,,,
7/11/2012,NA,NA,,,,,
7/12/2012,NA,NA,,,,,
7/13/2012,NA,NA,,,,,
7/14/2012,NA,NA,,,,,
7/15/2012,NA,NA,,,,,
7/16/2012,NA,NA,,,,,
7/17/2012,NA,NA,,,,,
7/18/2012,NA,NA,,,,,
7/19/2012,NA,NA,,,,,
7/20/2012,NA,NA,,,,,
7/21/2012,NA,NA,,,,,
7/22/2012,NA,NA,,,,,
7/23/2012,NA,NA,,,,,
7/24/2012,NA,NA,,,,,
7/25/2012,NA,NA,,,,,
7/26/2012,NA,NA,,,,,
7/27/2012,NA,NA,,,,,
7/28/2012,NA,NA,,,,,
7/29/2012,NA,NA,,,,,
7/30/2012,NA,NA,,,,,
7/31/2012,NA,NA,,,,,
8/1/2012,NA,NA,,,,,
8/2/2012,NA,NA,,,,,
8/3/2012,NA,NA,,,,,
8/4/2012,NA,NA,,,,,
8/5/2012,NA,NA,,,,,
8/6/2012,NA,NA,,,,,
8/7/2012,NA,NA,,,,,
8/8/2012,NA,NA,,,,,
8/9/2012,NA,NA,,,,,
8/10/2012,NA,NA,,,,,
8/11/2012,NA,NA,,,,,
8/12/2012,NA,NA,,,,,
8/13/2012,NA,NA,,,,,
8/14/2012,NA,NA,,,,,
8/15/2012,NA,NA,,,,,
8/16/2012,NA,NA,,,,,
8/17/2012,NA,NA,,,,,
8/18/2012,NA,NA,,,,,
8/19/2012,NA,NA,,,,,
8/20/2012,NA,NA,,,,,
8/21/2012,NA,NA,,,,,
8/22/2012,NA,NA,,,,,
8/23/2012,NA,NA,,,,,
8/24/2012,NA,NA,,,,,
8/25/2012,NA,NA,,,,,
8/26/2012,NA,NA,,,,,
8/27/2012,NA,NA,,,,,
8/28/2012,NA,NA,,,,,
8/29/2012,NA,NA,,,,,
8/30/2012,NA,NA,,,,,
8/31/2012,NA,NA,,,,,
9/1/2012,NA,NA,,,,,
9/2/2012,NA,NA,,,,,
9/3/2012,NA,NA,,,,,
9/4/2012,NA,NA,,,,,
9/5/2012,NA,NA,,,,,
9/6/2012,NA,NA,,,,,
9/7/2012,NA,NA,,,,,
9/8/2012,NA,NA,,,,,
9/9/2012,NA,NA,,,,,
9/10/2012,NA,NA,,,,,
9/11/2012,NA,NA,,,,,
9/12/2012,NA,NA,,,,,
9/13/2012,NA,NA,,,,,
9/14/2012,NA,NA,,,,,
9/15/2012,NA,NA,,,,,
9/16/2012,NA,NA,,,,,
9/17/2012,NA,NA,,,,,
9/18/2012,NA,NA,,,,,
9/19/2012,NA,NA,,,,,
9/20/2012,NA,NA,,,,,
9/21/2012,NA,NA,,,,,
9/22/2012,NA,NA,,,,,
9/23/2012,NA,NA,,,,,
9/24/2012,NA,NA,,,,,
9/25/2012,NA,NA,,,,,
9/26/2012,NA,NA,,,,,
9/27/2012,NA,NA,,,,,
9/28/2012,NA,NA,,,,,
9/29/2012,NA,NA,,,,,
9/30/2012,NA,NA,,,,,
10/1/2012,NA,NA,,,,,
10/2/2012,NA,NA,,,,,
10/3/2012,NA,NA,,,,,
10/4/2012,NA,NA,,,,,
10/5/2012,NA,NA,,,,,
10/6/2012,NA,NA,,,,,
10/7/2012,NA,NA,,,,,
10/8/2012,NA,NA,,,,,
10/9/2012,NA,NA,,,,,
10/10/2012,NA,NA,,,,,
10/11/2012,NA,NA,,,,,
10/12/2012,NA,NA,,,,,
10/13/2012,NA,NA,,,,,
10/14/2012,NA,NA,,,,,
10/15/2012,NA,NA,,,,,
10/16/2012,NA,NA,,,,,
10/17/2012,NA,NA,,,,,
10/18/2012,NA,NA,,,,,
10/19/2012,NA,NA,,,,,
10/20/2012,NA,NA,,,,,
10/21/2012,NA,NA,,,,,
10/22/2012,NA,NA,,,,,
10/23/2012,NA,NA,,,,,
10/24/2012,NA,NA,,,,,
10/25/2012,NA,NA,,,,,
10/26/2012,NA,NA,,,,,
10/27/2012,NA,NA,,,,,
10/28/2012,NA,NA,,,,,
10/29/2012,NA,NA,,,,,
10/30/2012,NA,NA,,,,,
10/31/2012,NA,NA,,,,,
11/1/2012,NA,NA,,,,,
11/2/2012,NA,NA,,,,,
11/3/2012,NA,NA,,,,,
11/4/2012,NA,NA,,,,,
11/5/2012,NA,NA,,,,,
11/6/2012,NA,NA,,,,,
11/7/2012,NA,NA,,,,,
11/8/2012,NA,NA,,,,,
11/9/2012,NA,NA,,,,,
11/10/2012,NA,NA,,,,,
11/11/2012,NA,NA,,,,,
11/12/2012,NA,NA,,,,,
11/13/2012,NA,NA,,,,,
11/14/2012,NA,NA,,,,,
11/15/2012,NA,NA,,,,,
11/16/2012,NA,NA,,,,,
11/17/2012,NA,NA,,,,,
11/18/2012,NA,NA,,,,,
11/19/2012,NA,NA,,,,,
11/20/2012,NA,NA,,,,,
11/21/2012,NA,NA,,,,,
11/22/2012,NA,NA,,,,,
11/23/2012,NA,NA,,,,,
11/24/2012,NA,NA,,,,,
11/25/2012,NA,NA,,,,,
11/26/2012,NA,NA,,,,,
11/27/2012,NA,NA,,,,,
11/28/2012,NA,NA,,,,,
11/29/2012,NA,NA,,,,,
11/30/2012,NA,NA,,,,,
12/1/2012,NA,NA,,,,,
12/2/2012,NA,NA,,,,,
12/3/2012,NA,NA,,,,,
12/4/2012,NA,NA,,,,,
12/5/2012,NA,NA,,,,,52
12/6/2012,NA,NA,,,,,
12/7/2012,NA,NA,,,,,
12/8/2012,NA,NA,,,,,
12/9/2012,NA,NA,,,,,
12/10/2012,NA,NA,,,,,
12/11/2012,NA,NA,,,,,
12/12/2012,NA,NA,,,,,
12/13/2012,NA,NA,,,,,
12/14/2012,NA,NA,,,,,
12/15/2012,NA,NA,,,,,
12/16/2012,NA,NA,,,,,
12/17/2012,NA,NA,,,,,
12/18/2012,NA,NA,,,,,
12/19/2012,NA,NA,,,,,
12/20/2012,NA,NA,,,,,
12/21/2012,NA,NA,,,,,
12/22/2012,NA,NA,,,,,
12/23/2012,NA,NA,,,,,
12/24/2012,NA,NA,,,ice first appeared ,,
12/25/2012,NA,NA,,,,,
12/26/2012,NA,NA,,,,17,
12/27/2012,NA,NA,,,,,
12/28/2012,NA,NA,,,,,
12/29/2012,NA,NA,,95,,,
12/30/2012,NA,NA,,,,,
12/31/2012,NA,NA,,,,,
1/1/2013,NA,NA,,85,,,
1/2/2013,NA,NA,,90,,,
1/3/2013,IceInDay,NA,,100,,-2,
1/4/2013,NA,NA,,100,,,
1/5/2013,NA,NA,,100,,,
1/6/2013,NA,NA,,100,,,
1/7/2013,NA,NA,,100,,,
1/8/2013,NA,NA,,100,,,
1/9/2013,NA,NA,,100,,,
1/10/2013,NA,NA,,100,,,
1/11/2013,NA,NA,,100,,,
1/12/2013,NA,NA,,100,,,
1/13/2013,NA,NA,,100,,,
1/14/2013,NA,NA,,100,,,
1/15/2013,NA,NA,,100,,,
1/16/2013,NA,NA,,100,,,
1/17/2013,NA,NA,,100,,,
1/18/2013,NA,NA,,100,,,
1/19/2013,NA,NA,,100,,,
1/20/2013,NA,NA,,100,,,
1/21/2013,NA,NA,,100,,,
1/22/2013,NA,NA,,100,,,
1/23/2013,NA,NA,,100,,,
1/24/2013,NA,NA,,100,,,
1/25/2013,NA,NA,,100,,,
1/26/2013,NA,NA,,100,,,
1/27/2013,NA,NA,,100,,,
1/28/2013,NA,NA,,100,,,
1/29/2013,NA,NA,,100,,,
1/30/2013,NA,NA,,100,,,
1/31/2013,NA,NA,,100,,,55
2/1/2013,NA,NA,10,100,,,
2/2/2013,NA,NA,10,100,,,
2/3/2013,NA,NA,10,100,,,
2/4/2013,NA,NA,10,100,,,
2/5/2013,NA,NA,10,100,,,
2/6/2013,NA,NA,10,100,,,
2/7/2013,NA,NA,10,100,,,
2/8/2013,NA,NA,10,100,,,
2/9/2013,NA,NA,10,100,,,
2/10/2013,NA,NA,10,100,,7,
2/11/2013,NA,NA,10,100,,,
2/12/2013,NA,NA,10,100,,,
2/13/2013,NA,NA,10,100,,,
2/14/2013,NA,NA,10,100,,,
2/15/2013,NA,NA,10,100,,,47
2/16/2013,NA,NA,10,100,,,
2/17/2013,NA,NA,10,100,,,
2/18/2013,NA,NA,10,100,,,
2/19/2013,NA,NA,10,100,,,
2/20/2013,NA,NA,10,100,,,
2/21/2013,NA,NA,10,100,,,
2/22/2013,NA,NA,10,100,,,
2/23/2013,NA,NA,10,100,,,
2/24/2013,NA,NA,10,100,,,
2/25/2013,NA,NA,10,100,,,
2/26/2013,NA,NA,10,100,,,
2/27/2013,NA,NA,10,100,,,
2/28/2013,NA,NA,10,100,,,
3/1/2013,NA,NA,,100,,,
3/2/2013,NA,NA,,100,,,
3/3/2013,NA,NA,,100,,,
3/4/2013,NA,NA,,100,,,
3/5/2013,NA,NA,,100,,,
3/6/2013,NA,NA,,100,,,
3/7/2013,NA,NA,,100,,,
3/8/2013,NA,NA,,100,,,
3/9/2013,NA,NA,,100,,,
3/10/2013,NA,NA,,100,,,
3/11/2013,NA,NA,,100,,,
3/12/2013,NA,NA,,100,,,
3/13/2013,NA,NA,,100,,,
3/14/2013,NA,NA,,100,,,
3/15/2013,NA,NA,,100,,,
3/16/2013,NA,NA,,100,,,
3/17/2013,NA,NA,,100,,,
3/18/2013,NA,NA,,100,,17,
3/19/2013,NA,NA,,100,,,
3/20/2013,NA,NA,,100,,,
3/21/2013,NA,NA,,100,,,
3/22/2013,NA,NA,,100,,,
3/23/2013,NA,NA,,100,,,
