Year,Month,Day,NAO_index
1963,6,29,-79.5
1963,6,30,-101.3
1963,7,1,-99.37
1963,7,2,-105.92
1963,7,3,-137.05
1963,7,4,-176.13
1963,7,5,-189.63
1963,7,6,-206.14
1963,7,7,-227.24
1963,7,8,-181.02
1963,7,9,-121.63
1963,7,10,-60.47
1963,7,11,-5.77
1963,7,12,55.61
1963,7,13,77.34
1963,7,14,45.38
1963,7,15,68.73
1963,7,16,93.91
1963,7,17,111.26
1963,7,18,86.02
1963,7,19,24.68
1963,7,20,4.1
1963,7,21,1.11
1963,7,22,18.62
1963,7,23,42.66
1963,7,24,53.33
1963,7,25,55.37
1963,7,26,62.39
1963,7,27,53.94
1963,7,28,28.35
1963,7,29,19.99
1963,7,30,28.1
1963,7,31,-8.59
1963,8,1,-42.62
1963,8,2,-49.29
1963,8,3,-37.59
1963,8,4,-37.56
1963,8,5,-21.97
1963,8,6,-2.4
1963,8,7,-2.44
1963,8,8,-9.19
1963,8,9,-18.06
1963,8,10,-53.43
1963,8,11,-101.05
1963,8,12,-95.47
1963,8,13,-88.14
1963,8,14,-56.38
1963,8,15,-37.79
1963,8,16,-12.93
1963,8,17,17.94
1963,8,18,63.66
1963,8,19,67.41
1963,8,20,39.44
1963,8,21,25.62
1963,8,22,20.81
1963,8,23,23.98
1963,8,24,27.33
1963,8,25,47.68
1963,8,26,64.58
1963,8,27,82.61
1963,8,28,83.01
1963,8,29,76.8
1963,8,30,69.21
1963,8,31,39.93
1963,9,1,-9.44
1963,9,2,1.89
1963,9,3,45.31
1963,9,4,54.19
1963,9,5,41.64
1963,9,6,80.91
1963,9,7,105.56
1963,9,8,103.15
1963,9,9,91.13
1963,9,10,112.36
1963,9,11,110.11
1963,9,12,156.29
1963,9,13,179.44
1963,9,14,127.29
1963,9,15,84.07
1963,9,16,68.04
1963,9,17,72.1
1963,9,18,89.91
1963,9,19,96.09
1963,9,20,119.56
1963,9,21,105.23
1963,9,22,50.32
1963,9,23,38.5
1963,9,24,130.66
1963,9,25,185.19
1963,9,26,168.06
1963,9,27,81.68
1963,9,28,30.04
1963,9,29,27.83
1963,9,30,28.62
1963,10,1,76.15
1963,10,2,147.34
1963,10,3,126.19
1963,10,4,67.02
1963,10,5,66.41
1963,10,6,99.44
1963,10,7,154.55
1963,10,8,179.36
1963,10,9,125.97
1963,10,10,81.53
1963,10,11,66.73
1963,10,12,55.16
1963,10,13,71.44
1963,10,14,120.97
1963,10,15,203.95
1963,10,16,270.92
1963,10,17,238.51
1963,10,18,185.52
1963,10,19,189.11
1963,10,20,228.51
1963,10,21,240.42
1963,10,22,193.86
1963,10,23,147.09
1963,10,24,103.78
1963,10,25,-64.37
1963,10,26,-151.48
1963,10,27,-139.44
1963,10,28,-98.11
1963,10,29,-53.72
1963,10,30,-67.4
1963,10,31,-147.44
1963,11,1,-200.27
1963,11,2,-165.05
1963,11,3,-172.89
1963,11,4,-215.9
1963,11,5,-213.94
1963,11,6,-188.06
1963,11,7,-206.57
1963,11,8,-247.84
1963,11,9,-288.3
1963,11,10,-277.87
1963,11,11,-198.79
1963,11,12,-125.08
1963,11,13,-80.49
1963,11,14,-63.64
1963,11,15,-47.69
1963,11,16,-16.56
1963,11,17,-18.12
1963,11,18,21.05
1963,11,19,57.71
1963,11,20,98.28
1963,11,21,113.92
1963,11,22,115.12
1963,11,23,122.68
1963,11,24,116.63
1963,11,25,110.65
1963,11,26,125.84
1963,11,27,196.22
1963,11,28,184.09
1963,11,29,173.17
1963,11,30,86.55
1963,12,1,-89.2
1963,12,2,-193.33
1963,12,3,-192.6
1963,12,4,-124.79
1963,12,5,-112.29
1963,12,6,-119.76
1963,12,7,-113.66
1963,12,8,-47.19
1963,12,9,-1.93
1963,12,10,-21.09
1963,12,11,-96.63
1963,12,12,-183.12
1963,12,13,-262.57
1963,12,14,-303.79
1963,12,15,-300.89
1963,12,16,-285.63
1963,12,17,-288.04
1963,12,18,-260.78
1963,12,19,-209.76
1963,12,20,-169.1
1963,12,21,-21.99
1963,12,22,29.19
1963,12,23,46.69
1963,12,24,2.83
1963,12,25,-12.11
1963,12,26,-24.41
1963,12,27,-10.98
1963,12,28,41.79
1963,12,29,67.23
1963,12,30,49.8
1963,12,31,41.57
1964,1,1,11.19
1964,1,2,15.91
1964,1,3,1.43
1964,1,4,-100.54
1964,1,5,-94.19
1964,1,6,-50.37
1964,1,7,-4.4
1964,1,8,15.91
1964,1,9,-67.37
1964,1,10,-184.68
1964,1,11,-247.77
1964,1,12,-372.72
1964,1,13,-473.26
1964,1,14,-497.11
1964,1,15,-439.66
1964,1,16,-320.01
1964,1,17,-204.78
1964,1,18,-141.59
1964,1,19,-50.77
1964,1,20,-60.16
1964,1,21,-178.09
1964,1,22,-254.75
1964,1,23,-284.15
1964,1,24,-253.47
1964,1,25,-172.75
1964,1,26,-94.92
1964,1,27,-33.72
1964,1,28,44.84
1964,1,29,179.03
1964,1,30,153.9
1964,1,31,124.67
1964,2,1,80.13
1964,2,2,45.41
1964,2,3,-44.92
1964,2,4,-207.27
1964,2,5,-274.29
1964,2,6,-223.52
1964,2,7,-210.45
1964,2,8,-210.27
1964,2,9,-201.36
1964,2,10,-134.84
1964,2,11,-31.4
1964,2,12,1.92
1964,2,13,-24.09
1964,2,14,-48.92
1964,2,15,-81.68
1964,2,16,-167.8
1964,2,17,-280.77
1964,2,18,-362.55
1964,2,19,-348.82
1964,2,20,-264.32
1964,2,21,-196.14
1964,2,22,-150.19
1964,2,23,-108.92
1964,2,24,-79.04
1964,2,25,-59.64
1964,2,26,-40.72
1964,2,27,-11.77
1964,2,28,-43.79
1964,2,29,-69.29
1964,3,1,-77.78
1964,3,2,-138.83
1964,3,3,-171.02
1964,3,4,-131.86
1964,3,5,-98.22
1964,3,6,-124.93
1964,3,7,-140.36
1964,3,8,-122.86
1964,3,9,-125.82
1964,3,10,-121.63
1964,3,11,-80.27
1964,3,12,-42.84
1964,3,13,-33.58
1964,3,14,-48.97
1964,3,15,-50.19
1964,3,16,-58.9
1964,3,17,-71.27
1964,3,18,-96
1964,3,19,-123.32
1964,3,20,-116.39
1964,3,21,-63.94
1964,3,22,-13.6
1964,3,23,36.59
1964,3,24,75.1
1964,3,25,123.86
1964,3,26,130.09
1964,3,27,91.88
1964,3,28,65.74
1964,3,29,57.76
1964,3,30,-26.41
1964,3,31,-128.17
1964,4,1,-152.32
1964,4,2,-99.42
1964,4,3,-95.21
1964,4,4,-42.15
1964,4,5,-34.07
1964,4,6,15.85
1964,4,7,108.77
1964,4,8,152.79
1964,4,9,139.44
1964,4,10,124.72
1964,4,11,148.37
1964,4,12,201.09
1964,4,13,208.07
1964,4,14,175.35
1964,4,15,129.43
1964,4,16,95.53
1964,4,17,39.91
1964,4,18,-5.38
1964,4,19,-30.14
1964,4,20,-93.09
1964,4,21,-177.09
1964,4,22,-243.37
1964,4,23,-234.77
1964,4,24,-175
1964,4,25,-91.72
1964,4,26,-29.15
1964,4,27,4.07
1964,4,28,22.19
1964,4,29,17.4
1964,4,30,-43.32
1964,5,1,-16.46
1964,5,2,52.58
1964,5,3,121.47
1964,5,4,113.35
1964,5,5,92.87
1964,5,6,102.84
1964,5,7,126.34
1964,5,8,139.32
1964,5,9,141.82
1964,5,10,138.86
1964,5,11,122.48
1964,5,12,110.72
1964,5,13,105.23
1964,5,14,82.05
1964,5,15,86.54
1964,5,16,105.42
1964,5,17,86.71
1964,5,18,57.72
1964,5,19,58.25
1964,5,20,76.13
1964,5,21,62.47
1964,5,22,41.82
1964,5,23,51.07
1964,5,24,46.64
1964,5,25,29.79
1964,5,26,-23.31
1964,5,27,-56.37
1964,5,28,-78.88
1964,5,29,-98.35
1964,5,30,-59.18
1964,5,31,-16.29
1964,6,1,-12.5
1964,6,2,-50.12
1964,6,3,-76.52
1964,6,4,-71.17
1964,6,5,-83.25
1964,6,6,-74.18
1964,6,7,-62.33
1964,6,8,-48.84
1964,6,9,-7.05
1964,6,10,62.01
1964,6,11,93.05
1964,6,12,87.01
1964,6,13,89.88
1964,6,14,80.28
1964,6,15,70.32
1964,6,16,38.14
1964,6,17,-25.06
1964,6,18,-71.04
1964,6,19,-44.24
1964,6,20,35.76
1964,6,21,55.6
1964,6,22,78.78
1964,6,23,98.02
1964,6,24,134.21
1964,6,25,152.38
1964,6,26,160.54
1964,6,27,132.14
1964,6,28,64.16
1964,6,29,-2.5
1964,6,30,-38.64
1964,7,1,-44.74
1964,7,2,-96.85
1964,7,3,-158.33
1964,7,4,-136.97
1964,7,5,-94.57
1964,7,6,-23.13
1964,7,7,-2.18
1964,7,8,-6.35
1964,7,9,22.63
1964,7,10,63.45
1964,7,11,71.84
1964,7,12,71.32
1964,7,13,77.43
1964,7,14,69.3
1964,7,15,72.13
1964,7,16,67.65
1964,7,17,80
1964,7,18,71.21
1964,7,19,70.44
1964,7,20,43.14
1964,7,21,32.49
1964,7,22,47.05
1964,7,23,41.97
1964,7,24,43.51
1964,7,25,47.09
1964,7,26,31.84
1964,7,27,44.29
1964,7,28,53.1
1964,7,29,60.04
1964,7,30,74.24
1964,7,31,41.3
1964,8,1,9.61
1964,8,2,-23.05
1964,8,3,-33.63
1964,8,4,-33.14
1964,8,5,-52.24
1964,8,6,-61.51
1964,8,7,-40.67
1964,8,8,-52.52
1964,8,9,-104.93
1964,8,10,-125.69
1964,8,11,-132.74
1964,8,12,-168.67
1964,8,13,-224.04
1964,8,14,-242.77
1964,8,15,-220.03
1964,8,16,-165.81
1964,8,17,-90.84
1964,8,18,-43.54
1964,8,19,-11.2
1964,8,20,4.61
1964,8,21,15.29
1964,8,22,28.4
1964,8,23,37.06
1964,8,24,41.31
1964,8,25,19.63
1964,8,26,16.51
1964,8,27,7.49
1964,8,28,-0.69
1964,8,29,-17.38
1964,8,30,-44.57
1964,8,31,-73.15
1964,9,1,-90.08
1964,9,2,-83.91
1964,9,3,-68.79
1964,9,4,-57.12
1964,9,5,-43.43
1964,9,6,-6.27
1964,9,7,18.56
1964,9,8,9.75
1964,9,9,-8.11
1964,9,10,-9.9
1964,9,11,2.25
1964,9,12,19.02
1964,9,13,67.05
1964,9,14,98.3
1964,9,15,74.6
1964,9,16,50.47
1964,9,17,60.78
1964,9,18,27.77
1964,9,19,-13.43
1964,9,20,-56.66
1964,9,21,-34.97
1964,9,22,16.07
1964,9,23,13.29
1964,9,24,-12.62
1964,9,25,-25.98
1964,9,26,-13.11
1964,9,27,49.96
1964,9,28,83.73
1964,9,29,65.9
1964,9,30,71.16
1964,10,1,60.59
1964,10,2,7.18
1964,10,3,-12.74
1964,10,4,-33.1
1964,10,5,43.62
1964,10,6,145.98
1964,10,7,224.23
1964,10,8,243.88
1964,10,9,199.02
1964,10,10,109.38
1964,10,11,41.19
1964,10,12,24.78
1964,10,13,45.47
1964,10,14,35.11
1964,10,15,28.02
1964,10,16,10.67
1964,10,17,18.17
1964,10,18,35.85
1964,10,19,-19.14
1964,10,20,-59.53
1964,10,21,-65.36
1964,10,22,-32.76
1964,10,23,-36.49
1964,10,24,-58.49
1964,10,25,-47.67
1964,10,26,-62.64
1964,10,27,-60.14
1964,10,28,-38.69
1964,10,29,-6.28
1964,10,30,2
1964,10,31,-64.13
1964,11,1,-127.6
1964,11,2,-239.91
1964,11,3,-337.04
1964,11,4,-322.68
1964,11,5,-266.49
1964,11,6,-208.53
1964,11,7,-126.35
1964,11,8,-74.35
1964,11,9,-58.88
1964,11,10,-56.97
1964,11,11,-4.51
1964,11,12,29.25
1964,11,13,75.93
1964,11,14,108.32
1964,11,15,76.37
1964,11,16,14.03
1964,11,17,-37.49
1964,11,18,-40.49
1964,11,19,29.25
1964,11,20,20.03
1964,11,21,51.64
1964,11,22,138.32
1964,11,23,207.27
1964,11,24,190.1
1964,11,25,122.5
1964,11,26,63.79
1964,11,27,10.32
1964,11,28,-67.48
1964,11,29,-50.82
1964,11,30,-24.83
1964,12,1,-65.14
1964,12,2,-96.89
1964,12,3,-71.45
1964,12,4,24.07
1964,12,5,96.79
1964,12,6,146.65
1964,12,7,121.88
1964,12,8,147.35
1964,12,9,153.17
1964,12,10,84.42
1964,12,11,49.97
1964,12,12,80.43
1964,12,13,127.39
1964,12,14,88.77
1964,12,15,16.06
1964,12,16,-29.12
1964,12,17,-34.23
1964,12,18,-10.19
1964,12,19,-14.17
1964,12,20,-93.79
1964,12,21,-154.7
1964,12,22,-204.16
1964,12,23,-239.41
1964,12,24,-208.98
1964,12,25,-181.32
1964,12,26,-143.02
1964,12,27,-95.01
1964,12,28,11.44
1964,12,29,64.05
1964,12,30,1.64
1964,12,31,-68.75
1965,1,1,-213.73
1965,1,2,-265.14
1965,1,3,-271.99
1965,1,4,-245.53
1965,1,5,-152.56
1965,1,6,-60.16
1965,1,7,-13.18
1965,1,8,14.47
1965,1,9,4.49
1965,1,10,65.73
1965,1,11,155.24
1965,1,12,155.86
1965,1,13,166.37
1965,1,14,138.85
1965,1,15,91.74
1965,1,16,172.17
1965,1,17,171.6
1965,1,18,129.29
1965,1,19,155.26
1965,1,20,166.13
1965,1,21,161.32
1965,1,22,109.4
1965,1,23,62.34
1965,1,24,-34.42
1965,1,25,-137.59
1965,1,26,-241.89
1965,1,27,-317.34
1965,1,28,-344.42
1965,1,29,-312.88
1965,1,30,-260.86
1965,1,31,-231.81
1965,2,1,-216.65
1965,2,2,-239.6
1965,2,3,-262.31
1965,2,4,-256.03
1965,2,5,-251.95
1965,2,6,-239.23
1965,2,7,-232.56
1965,2,8,-183.45
1965,2,9,-177.57
1965,2,10,-224.95
1965,2,11,-194.84
1965,2,12,-159.92
1965,2,13,-167.86
1965,2,14,-149.01
1965,2,15,-151.39
1965,2,16,-124.05
1965,2,17,-116.51
1965,2,18,-246.69
1965,2,19,-371.35
1965,2,20,-413.65
1965,2,21,-446.81
1965,2,22,-413.75
1965,2,23,-360.07
1965,2,24,-316.47
1965,2,25,-285.57
1965,2,26,-293.45
1965,2,27,-314.11
1965,2,28,-421.59
1965,3,1,-439.29
1965,3,2,-327.51
1965,3,3,-229.14
1965,3,4,-222.29
1965,3,5,-199.09
1965,3,6,-176.59
1965,3,7,-172.9
1965,3,8,-151.39
1965,3,9,-111.61
1965,3,10,-88.04
1965,3,11,-81.44
1965,3,12,-92.46
1965,3,13,-95.44
1965,3,14,-63.82
1965,3,15,-14.76
1965,3,16,-21.55
1965,3,17,-69.27
1965,3,18,-87.15
1965,3,19,-124.43
1965,3,20,-136.21
1965,3,21,-113.35
1965,3,22,-109.76
1965,3,23,-79.84
1965,3,24,-31.65
1965,3,25,0.25
1965,3,26,-12.15
1965,3,27,-4.26
1965,3,28,-54.94
1965,3,29,-169.12
1965,3,30,-253.23
1965,3,31,-270.4
1965,4,1,-203.1
1965,4,2,-83.43
1965,4,3,-30.66
1965,4,4,-47.51
1965,4,5,-20.18
1965,4,6,39.67
1965,4,7,53.14
1965,4,8,78.48
1965,4,9,114.44
1965,4,10,127.38
1965,4,11,115.56
1965,4,12,101.03
1965,4,13,71.64
1965,4,14,95.39
1965,4,15,142.44
1965,4,16,183.22
1965,4,17,177.68
1965,4,18,121.52
1965,4,19,104.27
1965,4,20,122.27
1965,4,21,135.24
1965,4,22,150.16
1965,4,23,129.56
1965,4,24,119.55
1965,4,25,91.15
1965,4,26,19.8
1965,4,27,-5.9
1965,4,28,-30.71
1965,4,29,-66.82
1965,4,30,-64.48
1965,5,1,-37.1
1965,5,2,-58.02
1965,5,3,-48.27
1965,5,4,-30.2
1965,5,5,-53.12
1965,5,6,-41.27
1965,5,7,-12.66
1965,5,8,2.13
1965,5,9,-10.25
1965,5,10,-3.13
1965,5,11,10.3
1965,5,12,-44.26
1965,5,13,-71.02
1965,5,14,-62.59
1965,5,15,-39.21
1965,5,16,-13.32
1965,5,17,33.92
1965,5,18,41.32
1965,5,19,42.65
1965,5,20,47.88
1965,5,21,14.05
1965,5,22,-6.91
1965,5,23,-31.59
1965,5,24,-84.37
1965,5,25,-113.22
1965,5,26,-111.1
1965,5,27,-122.26
1965,5,28,-122.47
1965,5,29,-110.52
1965,5,30,-123.62
1965,5,31,-89.15
1965,6,1,-71.63
1965,6,2,-21.2
1965,6,3,27.18
1965,6,4,70.55
1965,6,5,82.6
1965,6,6,63.39
1965,6,7,27.53
1965,6,8,-14.03
1965,6,9,-26.98
1965,6,10,-18.25
1965,6,11,-59.42
1965,6,12,-89.54
1965,6,13,-78.54
1965,6,14,-67.92
1965,6,15,-28.76
1965,6,16,17.41
1965,6,17,64.7
1965,6,18,97.32
1965,6,19,86.17
1965,6,20,116.4
1965,6,21,162.71
1965,6,22,174.46
1965,6,23,187.96
1965,6,24,184.64
1965,6,25,146.84
1965,6,26,140.11
1965,6,27,134.52
1965,6,28,118.87
1965,6,29,78.07
1965,6,30,10.84
1965,7,1,-48.69
1965,7,2,-74.06
1965,7,3,-67.73
1965,7,4,-57.81
1965,7,5,-53.84
1965,7,6,-98.08
1965,7,7,-95.7
1965,7,8,-80.04
1965,7,9,-31.23
1965,7,10,-0.74
1965,7,11,12.03
1965,7,12,18.56
1965,7,13,17.35
1965,7,14,2.88
1965,7,15,-2.81
1965,7,16,12.83
1965,7,17,38.76
1965,7,18,33.65
1965,7,19,12.39
1965,7,20,16.32
1965,7,21,-14.75
1965,7,22,-87.68
1965,7,23,-131.25
1965,7,24,-109.53
1965,7,25,-67.55
1965,7,26,-40.86
1965,7,27,-4.62
1965,7,28,29.91
1965,7,29,32.91
1965,7,30,13.49
1965,7,31,27.93
1965,8,1,10.72
1965,8,2,-19.73
1965,8,3,-40.59
1965,8,4,-35.93
1965,8,5,14.56
1965,8,6,70.95
1965,8,7,78.13
1965,8,8,58.41
1965,8,9,35.59
1965,8,10,8.54
1965,8,11,13.66
1965,8,12,48.3
1965,8,13,36.78
1965,8,14,7.09
1965,8,15,32.99
1965,8,16,47.17
1965,8,17,64.68
1965,8,18,68.06
1965,8,19,73.39
1965,8,20,68.16
1965,8,21,31.27
1965,8,22,23.8
1965,8,23,62.64
1965,8,24,84.12
1965,8,25,83.54
1965,8,26,73.87
1965,8,27,88.57
1965,8,28,88.21
1965,8,29,52.46
1965,8,30,20.86
1965,8,31,-20.15
1965,9,1,-19.76
1965,9,2,-13.18
1965,9,3,-59.68
1965,9,4,-86.32
1965,9,5,-65.81
1965,9,6,-47.67
1965,9,7,-42.57
1965,9,8,-15.28
1965,9,9,1.87
1965,9,10,12.02
1965,9,11,57.15
1965,9,12,85.63
1965,9,13,87.16
1965,9,14,63.52
1965,9,15,91.36
1965,9,16,124.46
1965,9,17,113.57
1965,9,18,69.76
1965,9,19,16.7
1965,9,20,52.67
1965,9,21,126.29
1965,9,22,146.48
1965,9,23,129.49
1965,9,24,92.48
1965,9,25,43.13
1965,9,26,16.01
1965,9,27,3.64
1965,9,28,-11.09
1965,9,29,-38.64
1965,9,30,-70.65
1965,10,1,-65.77
1965,10,2,-34.39
1965,10,3,-70.72
1965,10,4,-104.3
1965,10,5,-146.17
1965,10,6,-150.77
1965,10,7,-140.85
1965,10,8,-144.98
1965,10,9,-155.69
1965,10,10,-155.6
1965,10,11,-107.16
1965,10,12,-44.31
1965,10,13,29.18
1965,10,14,67.23
1965,10,15,111.4
1965,10,16,130.71
1965,10,17,77.66
1965,10,18,52.63
1965,10,19,58.44
1965,10,20,2.26
1965,10,21,-53.39
1965,10,22,-4.58
1965,10,23,29.03
1965,10,24,-1.16
1965,10,25,22.09
1965,10,26,106.45
1965,10,27,155.4
1965,10,28,173.35
1965,10,29,200.69
1965,10,30,189.11
1965,10,31,170.96
1965,11,1,118.86
1965,11,2,9.9
1965,11,3,-29.76
1965,11,4,15.34
1965,11,5,-60.1
1965,11,6,-125.32
1965,11,7,-145.87
1965,11,8,-116.79
1965,11,9,-82.85
1965,11,10,-68.53
1965,11,11,-52.71
1965,11,12,-57.12
1965,11,13,-123.88
1965,11,14,-209.86
1965,11,15,-271.9
1965,11,16,-260.97
1965,11,17,-219.09
1965,11,18,-251.92
1965,11,19,-274.25
1965,11,20,-206.04
1965,11,21,-118.97
1965,11,22,-105.01
1965,11,23,-101.22
1965,11,24,-71.92
1965,11,25,4.38
1965,11,26,34.36
1965,11,27,-27.28
1965,11,28,-31.41
1965,11,29,-1.99
1965,11,30,70.85
1965,12,1,156.12
1965,12,2,189.49
1965,12,3,130.49
1965,12,4,112.9
1965,12,5,45.11
1965,12,6,-14.98
1965,12,7,16.76
1965,12,8,89.4
1965,12,9,152.97
1965,12,10,119.98
1965,12,11,75.25
1965,12,12,40.62
1965,12,13,30.33
1965,12,14,47.48
1965,12,15,90.61
1965,12,16,107.89
1965,12,17,61.7
1965,12,18,29.09
1965,12,19,-33.51
1965,12,20,-138.9
1965,12,21,-104.89
1965,12,22,-47.38
1965,12,23,-41.3
1965,12,24,-34.86
1965,12,25,-40.85
1965,12,26,-80.32
1965,12,27,-81.14
1965,12,28,-3.19
1965,12,29,74.3
1965,12,30,62.32
1965,12,31,85.81
1966,1,1,85.86
1966,1,2,50.45
1966,1,3,-38.19
1966,1,4,-75.72
1966,1,5,18.68
1966,1,6,74.7
1966,1,7,53.52
1966,1,8,6.16
1966,1,9,-94.81
1966,1,10,-188.36
1966,1,11,-282.6
1966,1,12,-345.62
1966,1,13,-414.14
1966,1,14,-476.78
1966,1,15,-463.2
1966,1,16,-410.06
1966,1,17,-378.67
1966,1,18,-352.72
1966,1,19,-327.33
1966,1,20,-279.68
1966,1,21,-248.65
1966,1,22,-214.15
1966,1,23,-163.76
1966,1,24,-174.61
1966,1,25,-171.46
1966,1,26,-213.51
1966,1,27,-251.8
1966,1,28,-258.36
1966,1,29,-175.51
1966,1,30,-114.74
1966,1,31,-188.79
1966,2,1,-263.23
1966,2,2,-227.86
1966,2,3,-183.38
1966,2,4,-186.15
1966,2,5,-191.56
1966,2,6,-193.78
1966,2,7,-232.68
1966,2,8,-237.71
1966,2,9,-223.21
1966,2,10,-145.39
1966,2,11,-48.05
1966,2,12,-9.04
1966,2,13,-30.91
1966,2,14,-63.69
1966,2,15,-79.27
1966,2,16,-183.27
1966,2,17,-297.39
1966,2,18,-281.82
1966,2,19,-253.21
1966,2,20,-218.94
1966,2,21,-168.14
1966,2,22,-111.72
1966,2,23,-106.09
1966,2,24,-102.62
1966,2,25,-49.65
1966,2,26,-2.94
1966,2,27,5.08
1966,2,28,-13.47
1966,3,1,14.69
1966,3,2,11.36
1966,3,3,-13.26
1966,3,4,-38.54
1966,3,5,-30.3
1966,3,6,-6.35
1966,3,7,-41.72
1966,3,8,-20.31
1966,3,9,41.01
1966,3,10,23.15
1966,3,11,-66.87
1966,3,12,-86.18
1966,3,13,-105.96
1966,3,14,-129.59
1966,3,15,-106.09
1966,3,16,-51.19
1966,3,17,37.92
1966,3,18,68.18
1966,3,19,77.02
1966,3,20,29.71
1966,3,21,-34.83
1966,3,22,-65.56
1966,3,23,-55.61
1966,3,24,-39.92
1966,3,25,-37.39
1966,3,26,-29.2
1966,3,27,-56.04
1966,3,28,-118.64
1966,3,29,-140.96
1966,3,30,-122.36
1966,3,31,-96.11
1966,4,1,-118.12
1966,4,2,-111.45
1966,4,3,-107.97
1966,4,4,-127.57
1966,4,5,-103.39
1966,4,6,-82.25
1966,4,7,-87.94
1966,4,8,-161.02
1966,4,9,-212.11
1966,4,10,-201.41
1966,4,11,-172.88
1966,4,12,-190.01
1966,4,13,-203.17
1966,4,14,-210.45
1966,4,15,-182.28
1966,4,16,-98.98
1966,4,17,-73.3
1966,4,18,-45.82
1966,4,19,-27.04
1966,4,20,-53.82
1966,4,21,-24.13
1966,4,22,80.26
1966,4,23,156.33
1966,4,24,161.68
1966,4,25,134.29
1966,4,26,88.55
1966,4,27,63.31
1966,4,28,70.41
1966,4,29,79.06
1966,4,30,73.44
1966,5,1,79.22
1966,5,2,93.65
1966,5,3,103.08
1966,5,4,101.58
1966,5,5,87.27
1966,5,6,85.43
1966,5,7,103.78
1966,5,8,101.59
1966,5,9,135.37
1966,5,10,157.62
1966,5,11,163.11
1966,5,12,244.81
1966,5,13,288.32
1966,5,14,270.26
1966,5,15,227.44
1966,5,16,177.85
1966,5,17,152
1966,5,18,135.94
1966,5,19,125.59
1966,5,20,94.24
1966,5,21,72.77
1966,5,22,86.48
1966,5,23,72.38
1966,5,24,62.04
1966,5,25,31.44
1966,5,26,-16.26
1966,5,27,-46.67
1966,5,28,-39.3
1966,5,29,-75.96
1966,5,30,-115.06
1966,5,31,-113.82
1966,6,1,-86.32
1966,6,2,-21.36
1966,6,3,63.45
1966,6,4,126.75
1966,6,5,164.65
1966,6,6,134.8
1966,6,7,112.81
1966,6,8,129.05
1966,6,9,124.6
1966,6,10,111.68
1966,6,11,69.88
1966,6,12,46.97
1966,6,13,68.4
1966,6,14,69.23
1966,6,15,55.69
1966,6,16,41.24
1966,6,17,28.94
1966,6,18,47.03
1966,6,19,45.36
1966,6,20,35.98
1966,6,21,0.91
1966,6,22,-44.17
1966,6,23,-50.68
1966,6,24,-33.59
1966,6,25,-3.51
1966,6,26,22.15
1966,6,27,31.62
1966,6,28,22.4
1966,6,29,30.25
1966,6,30,15.09
1966,7,1,-11.3
1966,7,2,-13.98
1966,7,3,-19.58
1966,7,4,-15.91
1966,7,5,7.95
1966,7,6,28.72
1966,7,7,55.36
1966,7,8,65.05
1966,7,9,70.27
1966,7,10,62.25
1966,7,11,28.75
1966,7,12,-1.83
1966,7,13,-17.49
1966,7,14,-23.06
1966,7,15,-15.31
1966,7,16,-10.41
1966,7,17,42.67
1966,7,18,53.43
1966,7,19,-29.89
1966,7,20,-114.37
1966,7,21,-161.11
1966,7,22,-165.34
1966,7,23,-92.71
1966,7,24,-42.12
1966,7,25,-34.19
1966,7,26,-42.84
1966,7,27,-57.45
1966,7,28,-93.13
1966,7,29,-119.49
1966,7,30,-133.58
1966,7,31,-113.66
1966,8,1,-90.07
1966,8,2,-95.19
1966,8,3,-93.77
1966,8,4,-84.6
1966,8,5,-68.35
1966,8,6,-55.48
1966,8,7,-30.79
1966,8,8,-34.77
1966,8,9,-60.46
1966,8,10,-69.47
1966,8,11,-54.11
1966,8,12,-35.49
1966,8,13,-40.64
1966,8,14,-57.31
1966,8,15,-43.77
1966,8,16,-47.01
1966,8,17,-63.59
1966,8,18,-93.72
1966,8,19,-93.77
1966,8,20,-82.08
1966,8,21,-77.51
1966,8,22,-68.38
1966,8,23,-39.95
1966,8,24,-40.59
1966,8,25,-30.66
1966,8,26,-49.31
1966,8,27,-87.81
1966,8,28,-82.63
1966,8,29,-52.57
1966,8,30,-36.3
1966,8,31,-50.41
1966,9,1,-46.29
1966,9,2,-15.15
1966,9,3,35.93
1966,9,4,56.12
1966,9,5,79.07
1966,9,6,87
1966,9,7,65.89
1966,9,8,67.33
1966,9,9,56.81
1966,9,10,63.63
1966,9,11,43.13
1966,9,12,20.77
1966,9,13,37.62
1966,9,14,19.27
1966,9,15,-23.37
1966,9,16,-0.73
1966,9,17,6.53
1966,9,18,-4.49
1966,9,19,-30.92
1966,9,20,-96.76
1966,9,21,-142.04
1966,9,22,-193.26
1966,9,23,-237.05
1966,9,24,-222.06
1966,9,25,-180.17
1966,9,26,-120.75
1966,9,27,-75.12
1966,9,28,-47.76
1966,9,29,-34.31
1966,9,30,-24.39
1966,10,1,-1.11
1966,10,2,-8.73
1966,10,3,-18.89
1966,10,4,9.3
1966,10,5,-19.51
1966,10,6,-48.28
1966,10,7,-3.54
1966,10,8,37.54
1966,10,9,47.48
1966,10,10,17.32
1966,10,11,-16.97
1966,10,12,-71.05
1966,10,13,-68.56
1966,10,14,-4.46
1966,10,15,72.56
1966,10,16,100.88
1966,10,17,51.08
1966,10,18,26.1
1966,10,19,4.04
1966,10,20,-43.57
1966,10,21,-65.29
