lakecode,lake,start_year,orig_duration,latitude,longitude,freezeEvent,froze,iceOn,iceOff
GAH26,thompson,1996,NA,44.0661,-70.4853,froze_1,Y,NA,97-04-23
GAH26,thompson,1997,NA,44.0661,-70.4853,froze_1,Y,NA,98-04-09
GAH26,thompson,1998,NA,44.0661,-70.4853,froze_1,Y,NA,99-04-06
GAH26,thompson,1999,NA,44.0661,-70.4853,froze_1,Y,NA,00-04-08
GAH26,thompson,2002,NA,44.0661,-70.4853,froze_1,Y,NA,03-04-22
GAH26,thompson,2006,NA,44.0661,-70.4853,froze_1,Y,NA,07-04-23
GAH26,thompson,2007,NA,44.0661,-70.4853,froze_1,Y,NA,08-04-23
GAH26,thompson,2009,NA,44.0661,-70.4853,froze_1,Y,NA,10-03-24
GAH26,thompson,2010,NA,44.0661,-70.4853,froze_1,Y,NA,11-04-23
GAH26,thompson,2011,NA,44.0661,-70.4853,froze_1,Y,NA,12-03-23
GAH26,thompson,2013,NA,44.0661,-70.4853,froze_1,Y,NA,14-04-23
GAH26,thompson,2015,NA,44.0661,-70.4853,froze_1,Y,NA,16-03-26
GAH26,thompson,2017,NA,44.0661,-70.4853,froze_1,Y,NA,18-04-24
GAH26,thompson,2018,NA,44.0661,-70.4853,froze_1,Y,NA,19-04-23
GAH26,thompson,2019,NA,44.0661,-70.4853,froze_1,Y,NA,20-04-04
GAH26,thompson,2020,NA,44.0661,-70.4853,froze_1,Y,NA,21-04-06
GAH27,umbagog,1879,NA,44.8014,-71.0283,froze_1,Y,NA,1880-05-08
GAH27,umbagog,1880,NA,44.8014,-71.0283,froze_1,Y,NA,1881-05-15
GAH27,umbagog,1881,NA,44.8014,-71.0283,froze_1,Y,NA,1882-05-21
GAH27,umbagog,1882,NA,44.8014,-71.0283,froze_1,Y,NA,1883-05-14
GAH27,umbagog,1887,NA,44.8014,-71.0283,froze_1,Y,NA,1888-05-23
GAH27,umbagog,1888,NA,44.8014,-71.0283,froze_1,Y,NA,1889-04-29
GAH27,umbagog,1889,NA,44.8014,-71.0283,froze_1,Y,NA,1890-05-11
GAH27,umbagog,1892,NA,44.8014,-71.0283,froze_1,Y,NA,1893-05-21
GAH27,umbagog,1895,NA,44.8014,-71.0283,froze_1,Y,NA,1896-05-02
GAH27,umbagog,1898,NA,44.8014,-71.0283,froze_1,Y,NA,1899-05-08
GAH27,umbagog,1900,NA,44.8014,-71.0283,froze_1,Y,NA,1901-04-29
GAH27,umbagog,1901,NA,44.8014,-71.0283,froze_1,Y,NA,1902-04-22
GAH27,umbagog,1902,NA,44.8014,-71.0283,froze_1,Y,NA,1903-04-16
GAH27,umbagog,1903,NA,44.8014,-71.0283,froze_1,Y,NA,04-04-23
GAH27,umbagog,1904,NA,44.8014,-71.0283,froze_1,Y,NA,05-04-29
GAH27,umbagog,1905,NA,44.8014,-71.0283,froze_1,Y,NA,06-05-11
GAH27,umbagog,1906,NA,44.8014,-71.0283,froze_1,Y,NA,07-05-11
GAH27,umbagog,1907,NA,44.8014,-71.0283,froze_1,Y,NA,08-05-01
GAH27,umbagog,1908,NA,44.8014,-71.0283,froze_1,Y,NA,09-05-14
GAH27,umbagog,1909,NA,44.8014,-71.0283,froze_1,Y,NA,10-04-10
GAH27,umbagog,1910,NA,44.8014,-71.0283,froze_1,Y,NA,11-05-06
GAH27,umbagog,1911,NA,44.8014,-71.0283,froze_1,Y,NA,12-05-03
GAH27,umbagog,1912,NA,44.8014,-71.0283,froze_1,Y,NA,13-04-30
GAH27,umbagog,1913,NA,44.8014,-71.0283,froze_1,Y,NA,14-05-10
GAH27,umbagog,1914,NA,44.8014,-71.0283,froze_1,Y,NA,15-04-26
GAH27,umbagog,1915,NA,44.8014,-71.0283,froze_1,Y,NA,16-05-04
GAH27,umbagog,1916,NA,44.8014,-71.0283,froze_1,Y,NA,17-05-10
GAH27,umbagog,1917,NA,44.8014,-71.0283,froze_1,Y,NA,18-04-28
GAH27,umbagog,1918,NA,44.8014,-71.0283,froze_1,Y,NA,19-05-01
GAH27,umbagog,1919,NA,44.8014,-71.0283,froze_1,Y,NA,20-05-08
GAH27,umbagog,1920,NA,44.8014,-71.0283,froze_1,Y,NA,21-04-10
GAH27,umbagog,1921,NA,44.8014,-71.0283,froze_1,Y,NA,22-04-27
GAH27,umbagog,1922,NA,44.8014,-71.0283,froze_1,Y,NA,23-05-03
GAH27,umbagog,1923,NA,44.8014,-71.0283,froze_1,Y,NA,24-05-03
GAH27,umbagog,1924,NA,44.8014,-71.0283,froze_1,Y,NA,25-04-26
GAH27,umbagog,1925,NA,44.8014,-71.0283,froze_1,Y,NA,26-05-09
GAH27,umbagog,1926,NA,44.8014,-71.0283,froze_1,Y,NA,27-04-20
GAH27,umbagog,1927,NA,44.8014,-71.0283,froze_1,Y,NA,28-05-09
GAH27,umbagog,1928,NA,44.8014,-71.0283,froze_1,Y,NA,29-05-01
GAH27,umbagog,1929,NA,44.8014,-71.0283,froze_1,Y,NA,30-05-02
GAH27,umbagog,1930,NA,44.8014,-71.0283,froze_1,Y,NA,31-04-21
GAH27,umbagog,1931,NA,44.8014,-71.0283,froze_1,Y,NA,32-04-30
GAH27,umbagog,1932,NA,44.8014,-71.0283,froze_1,Y,NA,33-05-05
GAH27,umbagog,1933,NA,44.8014,-71.0283,froze_1,Y,NA,34-04-26
GAH27,umbagog,1934,NA,44.8014,-71.0283,froze_1,Y,NA,35-05-05
GAH27,umbagog,1935,NA,44.8014,-71.0283,froze_1,Y,NA,36-04-30
GAH27,umbagog,1936,NA,44.8014,-71.0283,froze_1,Y,NA,37-05-09
GAH27,umbagog,1937,NA,44.8014,-71.0283,froze_1,Y,NA,38-04-27
GAH27,umbagog,1938,NA,44.8014,-71.0283,froze_1,Y,NA,39-05-11
GAH27,umbagog,1939,NA,44.8014,-71.0283,froze_1,Y,NA,40-05-10
GAH27,umbagog,1940,NA,44.8014,-71.0283,froze_1,Y,NA,41-04-19
GAH27,umbagog,1941,NA,44.8014,-71.0283,froze_1,Y,NA,42-05-01
GAH27,umbagog,1942,NA,44.8014,-71.0283,froze_1,Y,NA,43-05-11
GAH27,umbagog,1943,NA,44.8014,-71.0283,froze_1,Y,NA,44-05-05
GAH27,umbagog,1944,NA,44.8014,-71.0283,froze_1,Y,NA,45-04-13
GAH27,umbagog,1945,NA,44.8014,-71.0283,froze_1,Y,NA,46-04-26
GAH27,umbagog,1946,NA,44.8014,-71.0283,froze_1,Y,NA,47-05-08
GAH27,umbagog,1947,NA,44.8014,-71.0283,froze_1,Y,NA,48-04-24
GAH27,umbagog,1948,NA,44.8014,-71.0283,froze_1,Y,NA,49-04-22
GAH27,umbagog,1949,NA,44.8014,-71.0283,froze_1,Y,NA,50-05-06
GAH27,umbagog,1950,NA,44.8014,-71.0283,froze_1,Y,NA,51-04-28
GAH27,umbagog,1951,NA,44.8014,-71.0283,froze_1,Y,NA,52-04-27
GAH27,umbagog,1952,NA,44.8014,-71.0283,froze_1,Y,NA,53-04-24
GAH27,umbagog,1953,NA,44.8014,-71.0283,froze_1,Y,NA,54-05-02
GAH27,umbagog,1954,NA,44.8014,-71.0283,froze_1,Y,NA,55-04-24
GAH27,umbagog,1955,NA,44.8014,-71.0283,froze_1,Y,NA,56-05-07
GAH27,umbagog,1956,NA,44.8014,-71.0283,froze_1,Y,NA,57-04-25
GAH27,umbagog,1957,NA,44.8014,-71.0283,froze_1,Y,NA,58-05-02
GAH27,umbagog,1958,NA,44.8014,-71.0283,froze_1,Y,NA,59-04-27
GAH27,umbagog,1959,NA,44.8014,-71.0283,froze_1,Y,NA,60-04-28
GAH27,umbagog,1960,NA,44.8014,-71.0283,froze_1,Y,NA,61-05-10
GAH27,umbagog,1961,NA,44.8014,-71.0283,froze_1,Y,NA,62-05-02
GAH27,umbagog,1962,NA,44.8014,-71.0283,froze_1,Y,NA,63-04-29
GAH27,umbagog,1963,NA,44.8014,-71.0283,froze_1,Y,NA,64-05-02
GAH27,umbagog,1964,NA,44.8014,-71.0283,froze_1,Y,NA,65-05-04
GAH27,umbagog,1965,NA,44.8014,-71.0283,froze_1,Y,NA,66-05-03
GAH27,umbagog,1966,NA,44.8014,-71.0283,froze_1,Y,NA,67-05-02
GAH27,umbagog,1967,NA,44.8014,-71.0283,froze_1,Y,NA,68-04-19
GAH27,umbagog,1968,NA,44.8014,-71.0283,froze_1,Y,NA,69-05-06
GAH27,umbagog,1969,NA,44.8014,-71.0283,froze_1,Y,NA,70-05-10
GAH27,umbagog,1970,NA,44.8014,-71.0283,froze_1,Y,NA,71-05-09
GAH27,umbagog,1971,NA,44.8014,-71.0283,froze_1,Y,NA,72-05-14
GAH27,umbagog,1972,NA,44.8014,-71.0283,froze_1,Y,NA,73-04-27
GAH27,umbagog,1973,NA,44.8014,-71.0283,froze_1,Y,NA,74-05-10
GAH27,umbagog,1974,NA,44.8014,-71.0283,froze_1,Y,NA,75-05-09
GAH27,umbagog,1975,NA,44.8014,-71.0283,froze_1,Y,NA,76-04-22
GAH27,umbagog,1976,NA,44.8014,-71.0283,froze_1,Y,NA,77-04-28
GAH27,umbagog,1977,NA,44.8014,-71.0283,froze_1,Y,NA,78-05-12
GAH27,umbagog,1978,NA,44.8014,-71.0283,froze_1,Y,NA,79-04-27
GAH27,umbagog,1979,NA,44.8014,-71.0283,froze_1,Y,NA,80-04-26
GAH27,umbagog,1980,NA,44.8014,-71.0283,froze_1,Y,NA,81-04-21
GAH27,umbagog,1981,NA,44.8014,-71.0283,froze_1,Y,NA,82-05-07
GAH27,umbagog,1982,NA,44.8014,-71.0283,froze_1,Y,NA,83-05-02
GAH27,umbagog,1983,NA,44.8014,-71.0283,froze_1,Y,NA,84-04-30
GAH27,umbagog,1984,NA,44.8014,-71.0283,froze_1,Y,NA,85-05-01
GAH27,umbagog,1985,NA,44.8014,-71.0283,froze_1,Y,NA,86-04-20
GAH27,umbagog,1986,NA,44.8014,-71.0283,froze_1,Y,NA,87-04-18
GAH27,umbagog,1987,NA,44.8014,-71.0283,froze_1,Y,NA,88-04-24
GAH27,umbagog,1988,NA,44.8014,-71.0283,froze_1,Y,NA,89-05-06
GAH27,umbagog,1989,NA,44.8014,-71.0283,froze_1,Y,NA,90-04-28
GAH27,umbagog,1990,NA,44.8014,-71.0283,froze_1,Y,NA,91-04-28
GAH27,umbagog,1991,NA,44.8014,-71.0283,froze_1,Y,NA,92-05-09
GAH27,umbagog,1992,NA,44.8014,-71.0283,froze_1,Y,NA,93-05-01
GAH27,umbagog,1993,NA,44.8014,-71.0283,froze_1,Y,NA,94-05-05
GAH27,umbagog,1994,NA,44.8014,-71.0283,froze_1,Y,NA,95-04-26
GAH27,umbagog,1995,NA,44.8014,-71.0283,froze_1,Y,NA,96-05-04
GAH27,umbagog,1996,NA,44.8014,-71.0283,froze_1,Y,NA,97-05-03
GAH27,umbagog,1997,NA,44.8014,-71.0283,froze_1,Y,NA,98-04-19
GAH27,umbagog,1998,NA,44.8014,-71.0283,froze_1,Y,NA,99-04-29
GAH27,umbagog,1999,NA,44.8014,-71.0283,froze_1,Y,NA,00-04-22
GAH27,umbagog,2000,NA,44.8014,-71.0283,froze_1,Y,NA,01-05-03
GAH27,umbagog,2001,NA,44.8014,-71.0283,froze_1,Y,NA,02-04-20
GAH27,umbagog,2002,NA,44.8014,-71.0283,froze_1,Y,NA,03-05-01
GAH27,umbagog,2003,NA,44.8014,-71.0283,froze_1,Y,NA,04-04-29
GAH27,umbagog,2004,NA,44.8014,-71.0283,froze_1,Y,NA,05-04-26
GAH27,umbagog,2005,NA,44.8014,-71.0283,froze_1,Y,NA,06-04-19
GAH27,umbagog,2006,NA,44.8014,-71.0283,froze_1,Y,NA,07-05-03
GAH27,umbagog,2007,NA,44.8014,-71.0283,froze_1,Y,NA,08-04-27
GAH27,umbagog,2015,NA,44.8014,-71.0283,froze_1,Y,NA,16-04-17
GAH28,west_grand,1877,NA,45.2156,-67.8144,froze_1,Y,NA,1878-04-26
GAH28,west_grand,1878,NA,45.2156,-67.8144,froze_1,Y,NA,1879-05-10
GAH28,west_grand,1879,NA,45.2156,-67.8144,froze_1,Y,NA,1880-05-02
GAH28,west_grand,1880,NA,45.2156,-67.8144,froze_1,Y,NA,1881-05-03
GAH28,west_grand,1881,NA,45.2156,-67.8144,froze_1,Y,NA,1882-05-06
GAH28,west_grand,1882,NA,45.2156,-67.8144,froze_1,Y,NA,1883-05-09
GAH28,west_grand,1883,NA,45.2156,-67.8144,froze_1,Y,NA,1884-04-30
GAH28,west_grand,1884,NA,45.2156,-67.8144,froze_1,Y,NA,1885-05-05
GAH28,west_grand,1885,NA,45.2156,-67.8144,froze_1,Y,NA,1886-05-03
GAH28,west_grand,1886,NA,45.2156,-67.8144,froze_1,Y,NA,1887-05-11
GAH28,west_grand,1887,NA,45.2156,-67.8144,froze_1,Y,NA,1888-05-17
GAH28,west_grand,1888,NA,45.2156,-67.8144,froze_1,Y,NA,1889-04-26
GAH28,west_grand,1889,NA,45.2156,-67.8144,froze_1,Y,NA,1890-05-08
GAH28,west_grand,1890,NA,45.2156,-67.8144,froze_1,Y,NA,1891-05-04
GAH28,west_grand,1891,NA,45.2156,-67.8144,froze_1,Y,NA,1892-04-30
GAH28,west_grand,1892,NA,45.2156,-67.8144,froze_1,Y,NA,1893-05-09
GAH28,west_grand,1893,NA,45.2156,-67.8144,froze_1,Y,NA,1894-04-30
GAH28,west_grand,1894,NA,45.2156,-67.8144,froze_1,Y,NA,1895-05-02
GAH28,west_grand,1895,NA,45.2156,-67.8144,froze_1,Y,NA,1896-04-29
GAH28,west_grand,1896,NA,45.2156,-67.8144,froze_1,Y,NA,1897-05-04
GAH28,west_grand,1897,NA,45.2156,-67.8144,froze_1,Y,NA,1898-04-27
GAH28,west_grand,1898,NA,45.2156,-67.8144,froze_1,Y,NA,1899-04-27
GAH28,west_grand,1899,NA,45.2156,-67.8144,froze_1,Y,NA,1900-04-29
GAH28,west_grand,1900,NA,45.2156,-67.8144,froze_1,Y,NA,1901-04-25
GAH28,west_grand,1901,NA,45.2156,-67.8144,froze_1,Y,NA,1902-04-08
GAH28,west_grand,1902,NA,45.2156,-67.8144,froze_1,Y,NA,1903-04-20
GAH28,west_grand,1903,NA,45.2156,-67.8144,froze_1,Y,NA,04-05-05
GAH28,west_grand,1904,NA,45.2156,-67.8144,froze_1,Y,NA,05-04-28
GAH28,west_grand,1905,NA,45.2156,-67.8144,froze_1,Y,NA,06-05-05
GAH28,west_grand,1906,NA,45.2156,-67.8144,froze_1,Y,NA,07-05-05
GAH28,west_grand,1907,NA,45.2156,-67.8144,froze_1,Y,NA,08-04-30
GAH28,west_grand,1908,NA,45.2156,-67.8144,froze_1,Y,NA,09-05-06
GAH28,west_grand,1909,NA,45.2156,-67.8144,froze_1,Y,NA,10-04-10
GAH28,west_grand,1910,NA,45.2156,-67.8144,froze_1,Y,NA,11-05-03
GAH28,west_grand,1911,NA,45.2156,-67.8144,froze_1,Y,NA,12-05-07
GAH28,west_grand,1912,NA,45.2156,-67.8144,froze_1,Y,NA,13-04-20
GAH28,west_grand,1913,NA,45.2156,-67.8144,froze_1,Y,NA,14-05-10
GAH28,west_grand,1914,NA,45.2156,-67.8144,froze_1,Y,NA,15-04-20
GAH28,west_grand,1915,NA,45.2156,-67.8144,froze_1,Y,NA,16-04-27
GAH28,west_grand,1916,NA,45.2156,-67.8144,froze_1,Y,NA,17-05-04
GAH28,west_grand,1917,NA,45.2156,-67.8144,froze_1,Y,NA,18-05-19
GAH28,west_grand,1918,NA,45.2156,-67.8144,froze_1,Y,NA,19-04-29
GAH28,west_grand,1919,NA,45.2156,-67.8144,froze_1,Y,NA,20-05-04
GAH28,west_grand,1920,NA,45.2156,-67.8144,froze_1,Y,NA,21-04-10
GAH28,west_grand,1921,NA,45.2156,-67.8144,froze_1,Y,NA,22-04-18
GAH28,west_grand,1922,NA,45.2156,-67.8144,froze_1,Y,NA,23-05-06
GAH28,west_grand,1923,NA,45.2156,-67.8144,froze_1,Y,NA,24-05-07
GAH28,west_grand,1924,NA,45.2156,-67.8144,froze_1,Y,NA,25-04-14
GAH28,west_grand,1925,NA,45.2156,-67.8144,froze_1,Y,NA,26-05-14
GAH28,west_grand,1926,NA,45.2156,-67.8144,froze_1,Y,NA,27-04-23
GAH28,west_grand,1927,NA,45.2156,-67.8144,froze_1,Y,NA,28-05-03
GAH28,west_grand,1928,NA,45.2156,-67.8144,froze_1,Y,NA,29-04-30
GAH28,west_grand,1929,NA,45.2156,-67.8144,froze_1,Y,NA,30-04-27
GAH28,west_grand,1930,NA,45.2156,-67.8144,froze_1,Y,NA,31-04-21
GAH28,west_grand,1931,NA,45.2156,-67.8144,froze_1,Y,NA,32-04-25
GAH28,west_grand,1932,NA,45.2156,-67.8144,froze_1,Y,NA,33-04-29
GAH28,west_grand,1933,NA,45.2156,-67.8144,froze_1,Y,NA,34-04-25
GAH28,west_grand,1934,NA,45.2156,-67.8144,froze_1,Y,NA,35-05-05
GAH28,west_grand,1935,NA,45.2156,-67.8144,froze_1,Y,NA,36-04-16
GAH28,west_grand,1936,NA,45.2156,-67.8144,froze_1,Y,NA,37-04-29
GAH28,west_grand,1937,NA,45.2156,-67.8144,froze_1,Y,NA,38-04-25
GAH28,west_grand,1938,NA,45.2156,-67.8144,froze_1,Y,NA,39-05-11
GAH28,west_grand,1939,NA,45.2156,-67.8144,froze_1,Y,NA,40-05-08
GAH28,west_grand,1940,NA,45.2156,-67.8144,froze_1,Y,NA,41-04-27
GAH28,west_grand,1941,NA,45.2156,-67.8144,froze_1,Y,NA,42-04-30
GAH28,west_grand,1942,NA,45.2156,-67.8144,froze_1,Y,NA,43-05-01
GAH28,west_grand,1943,NA,45.2156,-67.8144,froze_1,Y,NA,44-05-02
GAH28,west_grand,1944,NA,45.2156,-67.8144,froze_1,Y,NA,45-04-13
GAH28,west_grand,1945,NA,45.2156,-67.8144,froze_1,Y,NA,46-04-27
GAH28,west_grand,1946,NA,45.2156,-67.8144,froze_1,Y,NA,47-04-24
GAH28,west_grand,1947,NA,45.2156,-67.8144,froze_1,Y,NA,48-04-25
GAH28,west_grand,1948,NA,45.2156,-67.8144,froze_1,Y,NA,49-04-16
GAH28,west_grand,1949,NA,45.2156,-67.8144,froze_1,Y,NA,50-04-30
GAH28,west_grand,1950,NA,45.2156,-67.8144,froze_1,Y,NA,51-04-13
GAH28,west_grand,1951,NA,45.2156,-67.8144,froze_1,Y,NA,52-04-29
GAH28,west_grand,1952,NA,45.2156,-67.8144,froze_1,Y,NA,53-04-08
GAH28,west_grand,1953,NA,45.2156,-67.8144,froze_1,Y,NA,54-04-28
GAH28,west_grand,1954,NA,45.2156,-67.8144,froze_1,Y,NA,55-04-25
GAH28,west_grand,1955,NA,45.2156,-67.8144,froze_1,Y,NA,56-05-05
GAH28,west_grand,1956,NA,45.2156,-67.8144,froze_1,Y,NA,57-04-29
GAH28,west_grand,1957,NA,45.2156,-67.8144,froze_1,Y,NA,58-04-25
GAH28,west_grand,1958,NA,45.2156,-67.8144,froze_1,Y,NA,59-05-04
GAH28,west_grand,1959,NA,45.2156,-67.8144,froze_1,Y,NA,60-05-01
GAH28,west_grand,1960,NA,45.2156,-67.8144,froze_1,Y,NA,61-05-12
GAH28,west_grand,1961,NA,45.2156,-67.8144,froze_1,Y,NA,62-04-29
GAH28,west_grand,1962,NA,45.2156,-67.8144,froze_1,Y,NA,63-05-04
GAH28,west_grand,1963,NA,45.2156,-67.8144,froze_1,Y,NA,64-05-03
GAH28,west_grand,1964,NA,45.2156,-67.8144,froze_1,Y,NA,65-05-02
GAH28,west_grand,1965,NA,45.2156,-67.8144,froze_1,Y,NA,66-04-25
GAH28,west_grand,1966,NA,45.2156,-67.8144,froze_1,Y,NA,67-05-05
GAH28,west_grand,1967,NA,45.2156,-67.8144,froze_1,Y,NA,68-04-21
GAH28,west_grand,1968,NA,45.2156,-67.8144,froze_1,Y,NA,69-05-04
GAH28,west_grand,1969,NA,45.2156,-67.8144,froze_1,Y,NA,70-05-01
GAH28,west_grand,1970,NA,45.2156,-67.8144,froze_1,Y,NA,71-05-03
GAH28,west_grand,1971,NA,45.2156,-67.8144,froze_1,Y,NA,72-05-14
GAH28,west_grand,1972,NA,45.2156,-67.8144,froze_1,Y,NA,73-04-27
GAH28,west_grand,1973,NA,45.2156,-67.8144,froze_1,Y,NA,74-04-22
GAH28,west_grand,1974,NA,45.2156,-67.8144,froze_1,Y,NA,75-05-04
GAH28,west_grand,1975,NA,45.2156,-67.8144,froze_1,Y,NA,76-04-20
GAH28,west_grand,1976,NA,45.2156,-67.8144,froze_1,Y,NA,77-05-02
GAH28,west_grand,1977,NA,45.2156,-67.8144,froze_1,Y,NA,78-05-07
GAH28,west_grand,1978,NA,45.2156,-67.8144,froze_1,Y,NA,79-04-23
GAH28,west_grand,1979,NA,45.2156,-67.8144,froze_1,Y,NA,80-04-18
GAH28,west_grand,1980,NA,45.2156,-67.8144,froze_1,Y,NA,81-04-10
GAH28,west_grand,1981,NA,45.2156,-67.8144,froze_1,Y,NA,82-05-04
GAH28,west_grand,1982,NA,45.2156,-67.8144,froze_1,Y,NA,83-04-14
GAH28,west_grand,1983,NA,45.2156,-67.8144,froze_1,Y,NA,84-04-30
GAH28,west_grand,1984,NA,45.2156,-67.8144,froze_1,Y,NA,85-04-23
GAH28,west_grand,1985,NA,45.2156,-67.8144,froze_1,Y,NA,86-04-23
GAH28,west_grand,1986,NA,45.2156,-67.8144,froze_1,Y,NA,87-04-22
GAH28,west_grand,1987,NA,45.2156,-67.8144,froze_1,Y,NA,88-04-20
GAH28,west_grand,1988,NA,45.2156,-67.8144,froze_1,Y,NA,89-05-06
GAH28,west_grand,1989,NA,45.2156,-67.8144,froze_1,Y,NA,90-04-27
GAH28,west_grand,1990,NA,45.2156,-67.8144,froze_1,Y,NA,91-04-28
GAH28,west_grand,1991,NA,45.2156,-67.8144,froze_1,Y,NA,92-05-03
GAH28,west_grand,1992,NA,45.2156,-67.8144,froze_1,Y,NA,93-04-27
GAH28,west_grand,1993,NA,45.2156,-67.8144,froze_1,Y,NA,94-05-02
GAH28,west_grand,1994,NA,45.2156,-67.8144,froze_1,Y,NA,95-04-28
GAH28,west_grand,1995,NA,45.2156,-67.8144,froze_1,Y,NA,96-04-24
GAH28,west_grand,1996,NA,45.2156,-67.8144,froze_1,Y,NA,97-04-28
GAH28,west_grand,1997,NA,45.2156,-67.8144,froze_1,Y,NA,98-04-17
GAH28,west_grand,1998,NA,45.2156,-67.8144,froze_1,Y,NA,99-04-07
GAH28,west_grand,1999,NA,45.2156,-67.8144,froze_1,Y,NA,00-04-09
GAH28,west_grand,2000,NA,45.2156,-67.8144,froze_1,Y,NA,01-05-05
GAH28,west_grand,2001,NA,45.2156,-67.8144,froze_1,Y,NA,02-04-13
GAH28,west_grand,2002,NA,45.2156,-67.8144,froze_1,Y,NA,03-05-06
GAH28,west_grand,2003,NA,45.2156,-67.8144,froze_1,Y,NA,04-04-24
GAH28,west_grand,2004,NA,45.2156,-67.8144,froze_1,Y,NA,05-04-24
GAH28,west_grand,2005,NA,45.2156,-67.8144,froze_1,Y,NA,06-04-02
GAH28,west_grand,2006,NA,45.2156,-67.8144,froze_1,Y,NA,07-05-01
GAH28,west_grand,2007,NA,45.2156,-67.8144,froze_1,Y,NA,08-04-28
GAH28,west_grand,2008,NA,45.2156,-67.8144,froze_1,Y,NA,09-04-21
GAH28,west_grand,2009,NA,45.2156,-67.8144,froze_1,Y,NA,10-04-05
GAH28,west_grand,2010,NA,45.2156,-67.8144,froze_1,Y,NA,11-04-24
GAH28,west_grand,2011,NA,45.2156,-67.8144,froze_1,Y,NA,12-04-14
GAH28,west_grand,2012,NA,45.2156,-67.8144,froze_1,Y,NA,13-04-20
GAH28,west_grand,2013,NA,45.2156,-67.8144,froze_1,Y,NA,14-04-28
GAH28,west_grand,2014,NA,45.2156,-67.8144,froze_1,Y,NA,15-05-02
GAH28,west_grand,2015,NA,45.2156,-67.8144,froze_1,Y,NA,16-04-02
GAH28,west_grand,2016,NA,45.2156,-67.8144,froze_1,Y,NA,17-04-26
GAH28,west_grand,2017,NA,45.2156,-67.8144,froze_1,Y,NA,18-05-02
GAH28,west_grand,2018,NA,45.2156,-67.8144,froze_1,Y,NA,19-04-30
GAH28,west_grand,2019,NA,45.2156,-67.8144,froze_1,Y,NA,20-04-21
GAH28,west_grand,2020,NA,45.2156,-67.8144,froze_1,Y,NA,21-04-11
GAH29,winnipesaukee,1886,NA,43.5989,-71.3225,froze_1,Y,NA,1887-05-07
GAH29,winnipesaukee,1887,NA,43.5989,-71.3225,froze_1,Y,NA,1888-05-12
GAH29,winnipesaukee,1888,NA,43.5989,-71.3225,froze_1,Y,NA,1889-04-14
GAH29,winnipesaukee,1889,NA,43.5989,-71.3225,froze_1,Y,NA,1890-04-24
GAH29,winnipesaukee,1890,NA,43.5989,-71.3225,froze_1,Y,NA,1891-04-23
GAH29,winnipesaukee,1891,NA,43.5989,-71.3225,froze_1,Y,NA,1892-04-11
GAH29,winnipesaukee,1892,NA,43.5989,-71.3225,froze_1,Y,NA,1893-05-10
GAH29,winnipesaukee,1893,NA,43.5989,-71.3225,froze_1,Y,NA,1894-04-20
GAH29,winnipesaukee,1894,NA,43.5989,-71.3225,froze_1,Y,NA,1895-04-26
GAH29,winnipesaukee,1895,NA,43.5989,-71.3225,froze_1,Y,NA,1896-04-23
GAH29,winnipesaukee,1896,NA,43.5989,-71.3225,froze_1,Y,NA,1897-04-23
GAH29,winnipesaukee,1897,NA,43.5989,-71.3225,froze_1,Y,NA,1898-04-14
GAH29,winnipesaukee,1898,NA,43.5989,-71.3225,froze_1,Y,NA,1899-05-02
GAH29,winnipesaukee,1899,NA,43.5989,-71.3225,froze_1,Y,NA,1900-04-26
GAH29,winnipesaukee,1900,NA,43.5989,-71.3225,froze_1,Y,NA,1901-04-20
GAH29,winnipesaukee,1901,NA,43.5989,-71.3225,froze_1,Y,NA,1902-04-04
GAH29,winnipesaukee,1902,NA,43.5989,-71.3225,froze_1,Y,NA,1903-04-02
GAH29,winnipesaukee,1903,NA,43.5989,-71.3225,froze_1,Y,NA,04-04-29
GAH29,winnipesaukee,1904,NA,43.5989,-71.3225,froze_1,Y,NA,05-04-24
GAH29,winnipesaukee,1905,NA,43.5989,-71.3225,froze_1,Y,NA,06-04-26
GAH29,winnipesaukee,1906,NA,43.5989,-71.3225,froze_1,Y,NA,07-04-29
GAH29,winnipesaukee,1907,NA,43.5989,-71.3225,froze_1,Y,NA,08-04-21
GAH29,winnipesaukee,1908,NA,43.5989,-71.3225,froze_1,Y,NA,09-04-19
GAH29,winnipesaukee,1909,NA,43.5989,-71.3225,froze_1,Y,NA,10-04-06
GAH29,winnipesaukee,1910,NA,43.5989,-71.3225,froze_1,Y,NA,11-05-02
GAH29,winnipesaukee,1911,NA,43.5989,-71.3225,froze_1,Y,NA,12-04-23
GAH29,winnipesaukee,1912,NA,43.5989,-71.3225,froze_1,Y,NA,13-04-17
GAH29,winnipesaukee,1913,NA,43.5989,-71.3225,froze_1,Y,NA,14-04-15
GAH29,winnipesaukee,1914,NA,43.5989,-71.3225,froze_1,Y,NA,15-04-24
GAH29,winnipesaukee,1915,NA,43.5989,-71.3225,froze_1,Y,NA,16-04-16
GAH29,winnipesaukee,1916,NA,43.5989,-71.3225,froze_1,Y,NA,17-04-28
GAH29,winnipesaukee,1917,NA,43.5989,-71.3225,froze_1,Y,NA,18-04-24
GAH29,winnipesaukee,1918,NA,43.5989,-71.3225,froze_1,Y,NA,19-04-14
GAH29,winnipesaukee,1919,NA,43.5989,-71.3225,froze_1,Y,NA,20-04-24
